StudentID,Rank,Major,Item,Response
108,junior,science,1,4
109,junior,non-science,1,5
110,junior,science,1,5
111,senior,non-science,1,5
112,senior,science,1,5
113,freshman,science,1,5
114,senior,science,1,4
115,junior,science,1,5
116,freshman,science,1,5
117,sophomore,non-science,1,5
118,senior,science,1,4
119,senior,non-science,1,4
120,senior,science,1,4
121,junior,science,1,4
122,senior,non-science,1,4
123,junior,science,1,4
124,sophomore,science,1,4
125,graduate,science,1,5
126,graduate,science,1,4
127,junior,non-science,1,5
128,senior,science,1,4
129,junior,science,1,4
130,junior,science,1,5
131,graduate,science,1,4
132,graduate,non-science,1,4
133,senior,science,1,5
134,freshman,science,1,5
135,freshman,science,1,4
136,freshman,non-science,1,5
137,freshman,non-science,1,4
138,junior,non-science,1,5
139,freshman,science,1,4
140,freshman,non-science,1,5
141,freshman,non-science,1,5
142,freshman,non-science,1,4
143,freshman,non-science,1,4
144,graduate,science,1,5
145,graduate,science,1,4
146,senior,non-science,1,4
147,senior,non-science,1,5
148,junior,non-science,1,5
149,senior,NA,1,5
150,junior,non-science,1,5
151,senior,non-science,1,5
152,senior,non-science,1,5
153,senior,non-science,1,5
154,graduate,science,1,5
155,junior,non-science,1,5
156,senior,non-science,1,5
157,senior,non-science,1,5
158,junior,non-science,1,5
159,freshman,science,1,5
160,junior,non-science,1,5
161,junior,science,1,4
162,senior,non-science,1,4
163,sophomore,non-science,1,5
164,sophomore,non-science,1,5
165,freshman,science,1,5
166,junior,non-science,1,5
167,sophomore,non-science,1,5
168,graduate,non-science,1,5
169,freshman,non-science,1,5
170,freshman,non-science,1,5
171,junior,science,1,5
172,freshman,science,1,4
173,freshman,science,1,5
174,freshman,science,1,4
175,junior,science,1,4
176,junior,science,1,4
177,senior,science,1,5
178,senior,science,1,4
179,junior,science,1,4
180,junior,non-science,1,3
181,sophomore,science,1,4
182,junior,non-science,1,5
183,senior,non-science,1,4
184,junior,science,1,5
185,junior,non-science,1,4
186,junior,science,1,5
187,senior,science,1,4
188,junior,non-science,1,4
189,senior,science,1,5
190,sophomore,non-science,1,5
191,junior,non-science,1,5
192,junior,non-science,1,4
193,junior,science,1,5
194,senior,science,1,4
195,senior,science,1,4
196,senior,non-science,1,5
197,junior,science,1,4
198,senior,non-science,1,4
199,junior,science,1,5
200,senior,non-science,1,4
201,senior,non-science,1,4
202,senior,non-science,1,4
203,senior,non-science,1,5
204,senior,science,1,5
205,sophomore,non-science,1,5
206,senior,non-science,1,4
207,senior,non-science,1,5
208,senior,non-science,1,4
209,senior,science,1,5
210,senior,non-science,1,5
211,senior,non-science,1,5
212,junior,science,1,4
213,senior,science,1,5
214,senior,non-science,1,5
215,senior,non-science,1,5
216,senior,non-science,1,4
217,senior,non-science,1,5
218,senior,science,1,5
219,senior,non-science,1,5
220,senior,science,1,5
221,freshman,science,1,4
222,freshman,non-science,1,3
223,freshman,science,1,4
224,freshman,non-science,1,4
225,junior,non-science,1,4
226,sophomore,science,1,5
227,graduate,science,1,5
228,senior,non-science,1,5
229,senior,non-science,1,5
230,senior,science,1,5
231,senior,non-science,1,4
232,junior,science,1,4
233,graduate,non-science,1,5
234,graduate,science,1,4
235,senior,non-science,1,5
236,junior,non-science,1,4
237,junior,non-science,1,2
238,senior,non-science,1,5
239,senior,science,1,5
240,junior,non-science,1,5
241,senior,science,1,4
242,junior,non-science,1,4
243,senior,non-science,1,5
244,junior,non-science,1,5
245,freshman,science,1,4
246,senior,science,1,5
247,junior,science,1,4
248,junior,non-science,1,3
249,sophomore,non-science,1,4
250,junior,science,1,4
251,junior,non-science,1,5
252,freshman,non-science,1,4
253,freshman,non-science,1,5
254,junior,science,1,4
255,junior,science,1,4
256,junior,science,1,4
257,freshman,non-science,1,5
258,sophomore,science,1,3
259,senior,non-science,1,5
260,junior,science,1,3
261,sophomore,science,1,4
262,junior,non-science,1,4
263,junior,non-science,1,4
264,freshman,non-science,1,4
265,freshman,science,1,3
266,junior,science,1,4
267,freshman,non-science,1,3
268,sophomore,science,1,4
269,sophomore,non-science,1,5
270,sophomore,non-science,1,4
271,freshman,science,1,4
272,sophomore,non-science,1,5
273,senior,science,1,5
274,junior,non-science,1,5
275,sophomore,science,1,4
276,freshman,science,1,4
277,sophomore,non-science,1,4
278,freshman,non-science,1,5
279,graduate,non-science,1,4
280,freshman,science,1,5
281,junior,science,1,5
282,freshman,science,1,5
283,sophomore,science,1,4
284,sophomore,non-science,1,1
285,freshman,science,1,4
286,junior,science,1,3
287,sophomore,science,1,5
288,freshman,non-science,1,5
289,freshman,non-science,1,5
290,freshman,non-science,1,4
291,freshman,science,1,5
292,sophomore,non-science,1,4
293,freshman,non-science,1,4
294,senior,non-science,1,4
295,graduate,non-science,1,4
296,NA,non-science,1,5
297,senior,science,1,4
298,senior,science,1,4
299,junior,non-science,1,5
300,senior,non-science,1,5
301,senior,science,1,5
302,senior,non-science,1,5
303,sophomore,science,1,5
304,freshman,science,1,4
305,freshman,science,1,2
306,junior,non-science,1,1
307,freshman,non-science,1,3
308,freshman,science,1,5
309,freshman,science,1,4
310,senior,non-science,1,5
311,freshman,non-science,1,3
312,sophomore,non-science,1,3
313,freshman,non-science,1,4
314,junior,non-science,1,5
315,sophomore,non-science,1,5
316,freshman,science,1,5
317,freshman,non-science,1,5
318,junior,non-science,1,5
319,freshman,non-science,1,4
320,freshman,non-science,1,5
321,freshman,non-science,1,5
322,freshman,science,1,5
323,freshman,non-science,1,5
324,freshman,science,1,5
325,freshman,non-science,1,5
326,freshman,science,1,5
327,freshman,science,1,4
328,freshman,non-science,1,5
329,sophomore,non-science,1,5
330,freshman,science,1,5
331,freshman,science,1,4
332,sophomore,non-science,1,5
333,freshman,non-science,1,5
334,freshman,science,1,5
335,sophomore,science,1,4
336,freshman,science,1,5
337,sophomore,science,1,5
338,freshman,non-science,1,5
339,freshman,science,1,5
340,freshman,science,1,5
341,sophomore,science,1,5
342,freshman,non-science,1,5
343,freshman,science,1,5
344,sophomore,non-science,1,5
345,freshman,science,1,5
346,freshman,science,1,5
347,freshman,science,1,5
348,freshman,science,1,3
349,sophomore,science,1,4
350,freshman,non-science,1,5
351,freshman,non-science,1,5
352,junior,non-science,1,4
353,freshman,science,1,4
354,freshman,science,1,5
355,freshman,science,1,5
356,sophomore,non-science,1,4
357,sophomore,science,1,4
358,junior,science,1,5
359,junior,science,1,5
360,junior,non-science,1,4
361,sophomore,science,1,5
362,sophomore,non-science,1,4
363,freshman,science,1,4
364,junior,science,1,5
365,junior,non-science,1,5
366,senior,non-science,1,5
367,sophomore,non-science,1,4
368,junior,non-science,1,4
369,junior,science,1,5
370,senior,science,1,4
371,junior,science,1,4
372,graduate,non-science,1,5
373,sophomore,science,1,2
374,junior,science,1,4
375,sophomore,non-science,1,4
376,sophomore,science,1,5
377,freshman,non-science,1,4
378,sophomore,non-science,1,5
379,sophomore,science,1,5
380,freshman,non-science,1,5
381,freshman,science,1,5
382,freshman,non-science,1,5
383,sophomore,non-science,1,5
384,sophomore,non-science,1,4
385,sophomore,non-science,1,5
386,junior,non-science,1,5
387,graduate,non-science,1,5
388,sophomore,science,1,5
389,senior,non-science,1,5
390,sophomore,non-science,1,5
391,senior,science,1,5
392,junior,science,1,5
393,junior,science,1,5
394,senior,non-science,1,4
395,junior,science,1,4
396,junior,science,1,4
397,junior,non-science,1,5
398,freshman,science,1,4
399,sophomore,non-science,1,5
400,senior,science,1,4
401,freshman,science,1,4
402,graduate,science,1,5
403,senior,science,1,4
404,senior,science,1,4
405,senior,science,1,5
406,senior,science,1,5
407,senior,science,1,5
408,graduate,non-science,1,4
409,senior,non-science,1,4
410,senior,science,1,5
411,graduate,non-science,1,5
412,graduate,science,1,4
413,graduate,science,1,5
414,junior,science,1,5
415,sophomore,science,1,4
416,freshman,science,1,3
417,sophomore,non-science,1,3
418,freshman,science,1,3
419,senior,science,1,4
420,sophomore,science,1,4
421,senior,science,1,3
422,freshman,science,1,3
423,graduate,non-science,1,5
424,freshman,science,1,5
425,sophomore,non-science,1,5
426,freshman,science,1,5
427,junior,science,1,4
428,junior,science,1,4
429,junior,science,1,5
430,junior,non-science,1,5
431,freshman,science,1,5
432,freshman,science,1,5
433,junior,science,1,4
434,junior,science,1,5
435,junior,science,1,5
436,freshman,non-science,1,4
437,sophomore,science,1,5
438,junior,non-science,1,5
439,freshman,science,1,5
440,freshman,non-science,1,4
441,freshman,non-science,1,4
442,junior,science,1,5
443,junior,non-science,1,5
444,junior,non-science,1,4
445,freshman,non-science,1,4
446,junior,science,1,5
447,senior,science,1,4
448,junior,non-science,1,3
449,junior,non-science,1,5
450,senior,non-science,1,5
451,junior,science,1,5
452,graduate,science,1,4
453,junior,non-science,1,4
454,senior,non-science,1,5
455,junior,science,1,4
456,sophomore,science,1,4
457,junior,non-science,1,3
458,junior,science,1,4
459,senior,science,1,4
460,junior,non-science,1,5
461,junior,science,1,5
462,junior,non-science,1,4
463,sophomore,science,1,5
464,sophomore,non-science,1,4
465,senior,non-science,1,4
466,senior,non-science,1,4
467,junior,science,1,4
468,sophomore,science,1,4
469,senior,science,1,5
470,junior,science,1,4
471,junior,science,1,4
472,sophomore,science,1,5
473,junior,science,1,4
474,junior,science,1,5
475,senior,non-science,1,3
476,graduate,science,1,5
477,graduate,science,1,2
478,graduate,science,1,1
479,graduate,science,1,3
480,graduate,science,1,2
481,graduate,science,1,4
482,graduate,science,1,4
483,graduate,science,1,2
484,graduate,science,1,5
485,graduate,science,1,4
486,junior,science,1,5
487,junior,science,1,4
488,junior,science,1,4
489,junior,science,1,4
490,junior,science,1,4
491,junior,science,1,5
492,junior,science,1,5
493,freshman,science,1,4
494,sophomore,science,1,5
495,senior,non-science,1,5
496,senior,non-science,1,4
497,junior,non-science,1,4
498,junior,non-science,1,5
499,senior,science,1,4
500,junior,science,1,4
501,junior,non-science,1,4
502,senior,non-science,1,5
503,senior,science,1,5
504,senior,science,1,5
505,senior,science,1,5
506,senior,non-science,1,5
507,senior,science,1,5
508,sophomore,non-science,1,4
509,junior,non-science,1,5
510,sophomore,non-science,1,5
511,junior,non-science,1,4
512,sophomore,science,1,5
513,junior,non-science,1,4
514,sophomore,non-science,1,4
515,junior,non-science,1,5
516,sophomore,non-science,1,5
517,sophomore,science,1,4
518,sophomore,non-science,1,5
519,junior,science,1,5
520,sophomore,non-science,1,5
521,senior,non-science,1,5
522,sophomore,science,1,5
523,sophomore,science,1,5
524,junior,science,1,5
525,sophomore,science,1,5
526,sophomore,non-science,1,5
527,freshman,science,1,5
528,sophomore,non-science,1,5
529,sophomore,non-science,1,5
530,sophomore,science,1,4
531,sophomore,science,1,5
532,sophomore,science,1,5
533,junior,non-science,1,5
534,senior,non-science,1,5
535,junior,science,1,5
536,sophomore,non-science,1,5
537,sophomore,non-science,1,5
538,junior,non-science,1,5
539,sophomore,non-science,1,5
540,junior,non-science,1,5
541,sophomore,science,1,5
542,sophomore,non-science,1,5
543,sophomore,science,1,5
544,senior,non-science,1,5
545,sophomore,science,1,4
546,sophomore,science,1,5
547,sophomore,science,1,5
548,senior,science,1,4
549,sophomore,non-science,1,5
550,junior,science,1,5
551,junior,non-science,1,5
552,sophomore,non-science,1,5
553,sophomore,non-science,1,5
554,junior,non-science,1,4
555,sophomore,science,1,5
556,sophomore,science,1,5
557,sophomore,science,1,5
558,sophomore,science,1,5
559,sophomore,science,1,5
560,sophomore,science,1,5
561,senior,science,1,5
562,junior,science,1,2
563,senior,science,1,4
564,senior,science,1,4
565,graduate,science,1,5
566,graduate,science,1,4
567,graduate,non-science,1,4
568,graduate,science,1,5
569,graduate,science,1,5
570,graduate,non-science,1,4
571,graduate,non-science,1,4
572,junior,science,1,3
573,senior,science,1,4
574,junior,science,1,4
575,junior,science,1,4
576,senior,science,1,5
577,junior,non-science,1,5
578,junior,science,1,5
579,sophomore,science,1,5
580,junior,non-science,1,4
581,senior,non-science,1,5
582,junior,non-science,1,5
583,sophomore,science,1,5
584,senior,science,1,5
585,junior,science,1,4
586,junior,science,1,4
587,sophomore,science,1,4
588,junior,science,1,2
589,senior,science,1,4
590,junior,science,1,4
591,graduate,non-science,1,4
592,graduate,science,1,4
593,senior,science,1,3
594,junior,non-science,1,4
595,graduate,science,1,4
596,graduate,science,1,4
597,graduate,science,1,4
598,senior,science,1,5
599,senior,non-science,1,5
600,senior,science,1,4
601,junior,science,1,5
602,senior,non-science,1,5
603,senior,science,1,5
604,senior,science,1,5
605,senior,non-science,1,5
606,senior,non-science,1,5
607,senior,non-science,1,5
608,sophomore,non-science,1,5
609,senior,non-science,1,5
610,junior,non-science,1,4
611,senior,non-science,1,5
612,senior,non-science,1,5
613,senior,non-science,1,4
614,junior,non-science,1,4
615,sophomore,non-science,1,5
616,sophomore,science,1,5
617,senior,non-science,1,4
618,graduate,non-science,1,4
619,graduate,non-science,1,5
620,junior,science,1,5
621,junior,science,1,4
622,senior,science,1,5
623,senior,non-science,1,4
624,junior,non-science,1,4
625,senior,non-science,1,5
626,senior,science,1,5
627,senior,science,1,5
628,junior,non-science,1,4
629,freshman,science,1,5
630,senior,non-science,1,4
631,junior,non-science,1,5
632,senior,science,1,5
633,senior,science,1,5
634,junior,science,1,5
635,senior,science,1,5
636,sophomore,non-science,1,4
637,sophomore,science,1,4
638,sophomore,non-science,1,4
639,sophomore,non-science,1,4
640,senior,non-science,1,5
641,sophomore,non-science,1,2
642,junior,non-science,1,2
643,sophomore,non-science,1,4
644,junior,science,1,5
645,sophomore,non-science,1,5
646,sophomore,science,1,5
647,freshman,science,1,4
648,freshman,science,1,4
649,sophomore,science,1,4
650,sophomore,science,1,4
651,sophomore,science,1,4
652,senior,science,1,5
653,sophomore,science,1,4
654,sophomore,science,1,3
655,sophomore,science,1,4
656,senior,non-science,1,4
657,freshman,science,1,5
658,sophomore,science,1,4
659,senior,non-science,1,3
660,sophomore,science,1,3
661,senior,science,1,3
662,sophomore,science,1,5
663,sophomore,science,1,4
664,freshman,non-science,1,4
665,senior,science,1,4
666,freshman,science,1,2
667,senior,non-science,1,4
668,junior,non-science,1,5
669,senior,science,1,5
670,junior,science,1,5
671,senior,science,1,5
672,junior,science,1,5
673,sophomore,non-science,1,5
674,junior,science,1,4
675,junior,non-science,1,5
676,senior,non-science,1,4
677,junior,non-science,1,5
678,senior,science,1,4
679,junior,non-science,1,5
680,senior,non-science,1,5
681,sophomore,science,1,5
682,junior,science,1,5
683,graduate,science,1,4
684,senior,science,1,5
685,junior,non-science,1,4
686,senior,non-science,1,4
687,sophomore,science,1,4
688,graduate,science,1,5
689,graduate,science,1,4
690,graduate,non-science,1,4
691,senior,non-science,1,4
692,senior,non-science,1,5
693,junior,science,1,5
694,senior,non-science,1,5
695,junior,science,1,5
696,senior,non-science,1,5
697,senior,non-science,1,5
698,freshman,non-science,1,5
699,sophomore,science,1,5
700,freshman,science,1,4
701,freshman,science,1,5
702,senior,non-science,1,5
703,junior,science,1,5
704,senior,science,1,4
705,junior,science,1,4
706,junior,science,1,1
707,senior,science,1,5
708,junior,science,1,5
709,sophomore,non-science,1,5
710,senior,science,1,5
711,senior,science,1,5
712,senior,science,1,5
713,senior,science,1,5
714,senior,science,1,5
715,junior,non-science,1,5
716,senior,science,1,5
717,senior,non-science,1,5
718,senior,science,1,5
719,senior,science,1,4
720,senior,non-science,1,4
721,senior,non-science,1,4
722,senior,non-science,1,4
723,senior,science,1,5
724,senior,non-science,1,4
725,graduate,non-science,1,4
726,senior,non-science,1,5
727,senior,non-science,1,3
728,sophomore,non-science,1,4
729,sophomore,non-science,1,4
730,sophomore,non-science,1,5
731,junior,science,1,5
732,senior,non-science,1,4
733,junior,science,1,5
734,junior,non-science,1,4
735,senior,non-science,1,4
736,sophomore,science,1,5
737,junior,non-science,1,5
738,sophomore,science,1,5
739,junior,science,1,4
740,sophomore,science,1,4
741,sophomore,science,1,5
742,junior,non-science,1,5
743,junior,non-science,1,4
744,sophomore,non-science,1,5
745,sophomore,non-science,1,5
746,sophomore,science,1,5
747,sophomore,science,1,4
748,sophomore,non-science,1,5
749,sophomore,non-science,1,5
750,sophomore,non-science,1,5
751,sophomore,science,1,4
752,graduate,non-science,1,5
753,freshman,science,1,5
754,senior,science,1,5
755,sophomore,science,1,5
756,senior,non-science,1,4
757,senior,non-science,1,5
758,sophomore,science,1,4
759,sophomore,science,1,4
760,junior,science,1,4
761,junior,non-science,1,4
762,sophomore,science,1,4
763,junior,science,1,4
764,sophomore,non-science,1,4
765,junior,science,1,4
766,senior,science,1,4
767,junior,non-science,1,5
768,sophomore,non-science,1,3
769,junior,non-science,1,4
770,sophomore,non-science,1,4
771,junior,non-science,1,4
772,senior,non-science,1,4
773,sophomore,non-science,1,4
774,junior,non-science,1,4
775,junior,science,1,4
776,junior,science,1,4
777,sophomore,science,1,4
778,junior,non-science,1,4
779,sophomore,science,1,5
780,junior,non-science,1,4
781,junior,non-science,1,5
782,sophomore,science,1,4
783,sophomore,science,1,4
784,graduate,non-science,1,5
785,sophomore,science,1,4
786,junior,non-science,1,4
787,senior,non-science,1,4
788,graduate,non-science,1,4
789,freshman,non-science,1,5
790,freshman,science,1,4
791,sophomore,non-science,1,4
792,freshman,science,1,5
793,freshman,science,1,5
794,senior,non-science,1,5
795,freshman,science,1,5
796,junior,science,1,3
797,freshman,non-science,1,4
798,sophomore,science,1,5
799,junior,non-science,1,3
800,sophomore,non-science,1,4
801,junior,non-science,1,5
802,sophomore,science,1,4
803,junior,non-science,1,4
804,freshman,science,1,2
805,sophomore,non-science,1,4
806,junior,science,1,5
807,sophomore,science,1,5
808,freshman,non-science,1,3
809,sophomore,science,1,4
810,sophomore,science,1,3
811,sophomore,non-science,1,3
812,sophomore,non-science,1,4
813,junior,science,1,4
814,freshman,science,1,5
815,freshman,non-science,1,5
816,freshman,science,1,5
817,sophomore,science,1,5
818,senior,science,1,5
819,sophomore,science,1,5
820,junior,science,1,4
821,sophomore,science,1,5
822,sophomore,science,1,5
823,junior,science,1,4
824,sophomore,science,1,5
825,junior,science,1,5
826,NA,non-science,1,5
827,senior,science,1,5
828,sophomore,non-science,1,4
829,junior,non-science,1,5
830,junior,non-science,1,5
831,senior,non-science,1,4
832,junior,non-science,1,4
833,sophomore,non-science,1,3
834,freshman,non-science,1,1
835,freshman,non-science,1,4
836,senior,non-science,1,4
837,senior,science,1,4
838,senior,non-science,1,3
839,graduate,non-science,1,4
840,junior,science,1,5
841,sophomore,science,1,4
842,junior,science,1,3
843,graduate,science,1,3
844,graduate,science,1,4
845,graduate,non-science,1,3
846,graduate,non-science,1,5
847,graduate,non-science,1,5
848,freshman,science,1,2
849,junior,non-science,1,3
850,freshman,non-science,1,5
851,freshman,science,1,5
852,sophomore,non-science,1,3
853,freshman,science,1,4
854,freshman,science,1,4
855,freshman,science,1,3
856,junior,science,1,4
857,freshman,non-science,1,3
858,freshman,science,1,4
859,junior,science,1,5
860,junior,science,1,4
861,junior,non-science,1,4
862,sophomore,non-science,1,4
863,freshman,science,1,5
864,sophomore,non-science,1,4
865,freshman,non-science,1,2
866,senior,science,1,5
867,freshman,non-science,1,5
868,junior,science,1,4
869,junior,science,1,5
870,senior,science,1,5
871,senior,science,1,4
872,junior,science,1,5
873,freshman,science,1,5
874,freshman,non-science,1,5
875,freshman,science,1,4
876,freshman,science,1,4
877,sophomore,non-science,1,4
878,freshman,science,1,4
879,freshman,science,1,5
880,freshman,science,1,5
881,freshman,non-science,1,5
882,freshman,non-science,1,5
883,freshman,non-science,1,5
884,freshman,science,1,5
885,junior,science,1,5
886,freshman,non-science,1,5
887,sophomore,science,1,5
888,senior,science,1,4
889,sophomore,science,1,5
890,junior,science,1,5
891,freshman,science,1,5
892,sophomore,science,1,4
893,sophomore,non-science,1,5
894,sophomore,science,1,5
895,sophomore,science,1,4
896,graduate,science,1,5
897,freshman,non-science,1,5
898,freshman,science,1,5
899,freshman,science,1,5
900,senior,science,1,5
901,senior,science,1,5
902,senior,science,1,5
903,junior,science,1,5
904,junior,science,1,5
905,junior,science,1,5
906,junior,science,1,4
907,graduate,non-science,1,1
908,graduate,non-science,1,5
909,graduate,non-science,1,5
910,graduate,science,1,3
911,graduate,science,1,5
912,graduate,non-science,1,5
913,graduate,non-science,1,3
914,junior,non-science,1,5
915,junior,science,1,4
916,senior,science,1,5
917,senior,science,1,4
918,junior,science,1,4
919,sophomore,non-science,1,5
920,graduate,science,1,5
921,junior,science,1,4
922,sophomore,science,1,4
923,sophomore,science,1,2
924,graduate,science,1,4
925,graduate,science,1,5
926,graduate,science,1,5
927,graduate,non-science,1,5
928,senior,non-science,1,4
929,senior,science,1,4
930,graduate,science,1,5
931,junior,science,1,5
932,senior,science,1,5
933,senior,non-science,1,3
934,sophomore,science,1,5
935,sophomore,science,1,5
936,junior,non-science,1,5
937,sophomore,science,1,5
938,sophomore,non-science,1,5
939,senior,non-science,1,5
940,junior,non-science,1,5
941,senior,non-science,1,4
942,graduate,non-science,1,5
943,graduate,science,1,5
944,junior,science,1,5
945,freshman,non-science,1,5
946,graduate,non-science,1,5
947,graduate,science,1,3
948,graduate,science,1,5
949,graduate,science,1,4
950,senior,science,1,4
951,senior,non-science,1,5
952,junior,science,1,5
953,sophomore,science,1,5
954,junior,science,1,4
955,junior,science,1,5
956,freshman,non-science,1,5
957,freshman,non-science,1,5
958,sophomore,non-science,1,5
959,freshman,science,1,4
960,freshman,science,1,4
961,graduate,non-science,1,5
962,graduate,science,1,5
963,senior,science,1,5
964,senior,science,1,5
965,senior,non-science,1,5
966,senior,science,1,5
967,senior,science,1,5
968,graduate,science,1,4
969,graduate,non-science,1,4
970,graduate,science,1,4
971,graduate,science,1,4
972,senior,non-science,1,5
973,junior,science,1,5
974,senior,science,1,5
975,senior,science,1,5
976,junior,science,1,5
977,sophomore,science,1,5
978,senior,non-science,1,5
979,senior,science,1,5
980,senior,non-science,1,5
981,sophomore,science,1,5
982,graduate,science,1,5
983,graduate,science,1,5
984,graduate,science,1,3
985,graduate,science,1,5
986,graduate,non-science,1,4
987,graduate,science,1,3
988,graduate,science,1,3
989,graduate,non-science,1,5
990,graduate,non-science,1,4
991,graduate,non-science,1,4
992,graduate,science,1,5
993,senior,non-science,1,3
994,junior,non-science,1,3
995,senior,non-science,1,4
996,senior,science,1,4
997,junior,science,1,4
998,freshman,science,1,5
999,sophomore,non-science,1,4
1000,senior,science,1,5
1001,junior,non-science,1,5
1002,senior,science,1,5
1003,senior,science,1,5
1004,senior,science,1,5
1005,senior,non-science,1,4
1006,graduate,science,1,5
1007,senior,science,1,5
1008,junior,non-science,1,5
1009,junior,non-science,1,4
1010,junior,science,1,5
1011,junior,science,1,5
1012,sophomore,science,1,4
1013,sophomore,science,1,5
1014,graduate,science,1,4
1015,graduate,non-science,1,4
1016,graduate,science,1,5
1017,sophomore,non-science,1,4
1018,junior,non-science,1,5
1019,NA,NA,1,3
1020,junior,science,1,4
1021,senior,science,1,5
1022,senior,non-science,1,5
1023,junior,science,1,5
1024,senior,non-science,1,5
1025,senior,non-science,1,4
1026,senior,science,1,5
1027,junior,science,1,5
1028,graduate,non-science,1,5
1029,senior,non-science,1,5
1030,junior,non-science,1,4
1031,graduate,science,1,5
1032,graduate,science,1,4
1033,graduate,science,1,4
1034,graduate,science,1,4
1035,senior,non-science,1,4
1036,sophomore,science,1,3
1037,junior,science,1,2
1038,graduate,non-science,1,2
1039,junior,science,1,3
1040,senior,science,1,5
1041,junior,science,1,4
1042,graduate,non-science,1,3
1043,graduate,science,1,3
1044,junior,science,1,4
1045,junior,non-science,1,5
1046,graduate,non-science,1,5
1047,sophomore,non-science,1,4
1048,senior,non-science,1,5
1049,senior,science,1,3
1050,sophomore,science,1,4
1051,sophomore,non-science,1,5
1052,freshman,non-science,1,4
1053,sophomore,science,1,4
1054,sophomore,non-science,1,4
1055,sophomore,science,1,5
1056,freshman,science,1,5
1057,junior,science,1,5
1058,freshman,non-science,1,5
1059,freshman,non-science,1,5
1060,senior,science,1,4
1061,sophomore,non-science,1,3
1062,junior,science,1,4
1063,sophomore,non-science,1,3
1064,graduate,non-science,1,2
1065,graduate,non-science,1,1
1066,graduate,science,1,4
1067,graduate,science,1,3
1068,senior,science,1,5
1069,senior,science,1,5
1070,senior,science,1,4
1071,junior,non-science,1,4
1072,sophomore,non-science,1,4
1073,graduate,science,1,5
1074,graduate,science,1,3
1075,graduate,science,1,5
1076,senior,non-science,1,4
1077,junior,science,1,4
1078,freshman,science,1,4
1079,sophomore,science,1,4
1080,sophomore,non-science,1,5
1081,sophomore,science,1,4
1082,junior,non-science,1,4
1083,junior,non-science,1,4
1084,sophomore,non-science,1,4
1085,freshman,non-science,1,4
1086,sophomore,non-science,1,5
1087,sophomore,non-science,1,5
1088,junior,science,1,4
1089,junior,science,1,5
1090,sophomore,science,1,5
1091,sophomore,science,1,5
1092,senior,science,1,5
1093,senior,non-science,1,5
1094,graduate,science,1,3
1095,graduate,science,1,5
1096,graduate,science,1,5
1097,graduate,non-science,1,5
1098,sophomore,non-science,1,5
